directional_degree,physical_degree,navigation_cell,motion,jd_ut,civic_offset_seconds
250,250,250,direct,2298478.450398661,112899703
260,260,260,direct,2298488.280036386,113748984
270,270,270,direct,2298498.0893935626,114596513
280,280,280,direct,2298507.8980173636,115443978
290,290,290,direct,2298517.7108303737,116291805
300,300,300,direct,2298527.5327131487,117140415
310,310,310,direct,2298537.3828760916,117991470
320,320,320,direct,2298547.2656149855,118845338
330,330,330,direct,2298557.1836329056,119702255
340,340,340,direct,2298567.1535851927,120563659
350,350,350,direct,2298577.1762326173,121429616
0,0,0,direct,2298587.2508629896,122300064
10,10,10,direct,2298597.38983716,123176071
20,20,20,direct,2298607.5875723036,124057155
30,30,30,direct,2298617.8397230385,124942941
40,40,40,direct,2298628.1532218424,125834027
50,50,50,direct,2298638.5148467766,126729272
60,60,60,direct,2298648.9178460427,127628091
70,70,70,direct,2298659.362983796,128530551
80,80,80,direct,2298669.830916973,129434980
90,90,90,direct,2298680.315370717,130340837
100,100,100,direct,2298690.8110152856,131247661
110,110,110,direct,2298701.2963423324,132153593
120,120,120,direct,2298711.7684450326,133058383
130,130,130,direct,2298722.2182611395,133961247
140,140,140,direct,2298732.627236354,134860582
150,150,150,direct,2298742.996909947,135756522
160,160,160,direct,2298753.3181684064,136648279
170,170,170,direct,2298763.5795287173,137534860
180,180,180,direct,2298773.7873347756,138416815
190,190,190,direct,2298783.9349815217,139293571
200,200,200,direct,2298794.019165593,140164845
210,210,210,direct,2298804.0512969773,141031621
220,220,220,direct,2298814.028542094,141893655
230,230,230,direct,2298823.9538679626,142751203
240,240,240,direct,2298833.8431306714,143605636
250,250,250,direct,2298843.6971818297,144457026
260,260,260,direct,2298853.5223744167,145305922
270,270,270,direct,2298863.3373167627,146153933
280,280,280,direct,2298873.14521756,147001336
290,290,290,direct,2298882.9531293735,147848739
300,300,300,direct,2298892.7801818876,148697797
310,310,310,direct,2298902.6297088265,149548796
320,320,320,direct,2298912.5072699925,150402217
330,330,330,direct,2298922.4302648753,151259564
340,340,340,direct,2298932.399310019,152120889
350,350,350,direct,2298942.4169613724,152986414
0,0,0,direct,2298952.496902685,153857321
10,10,10,direct,2298962.634194371,154733183
20,20,20,direct,2298972.8277547266,155613907
30,30,30,direct,2298983.085896953,156500211
40,40,40,direct,2298993.3965649614,157391052
50,50,50,direct,2299003.755646834,158286077
60,60,60,direct,2299014.1647452433,159185423
70,70,70,direct,2299024.605547224,160087508
80,80,80,direct,2299035.0733369584,160991925
90,90,90,direct,2299045.5625833627,161898196
100,100,100,direct,2299056.052162827,162804496
110,110,110,direct,2299066.539614468,163710612
120,120,120,direct,2299077.014377499,164615631
130,130,130,direct,2299087.457408645,165517909
140,140,140,direct,2299097.869752634,166417536
150,150,150,direct,2299108.239731177,167313502
160,160,160,direct,2299118.555083069,168204748
170,170,170,direct,2299128.8207025942,169091698
180,180,180,direct,2299139.0269686636,169973519
190,190,190,direct,2299149.1701522926,170849890
200,200,200,direct,2299159.259618079,171721620
210,210,210,direct,2299169.2896086117,172588211
220,220,220,direct,2299179.2634341232,173449950
